ax,	ay,	az,	ox,	oy,	oz,	dz,	dv,	t
1.4040e+00,	-2.0359e-01,	9.6747e+00,	2.1975e-01,	6.1764e-01,	4.8787e-02,	0.0000e+00,	0,	1460043941869107401,	3942399354
1.4412e+00,	-2.1136e-01,	9.6599e+00,	2.0119e-01,	6.0188e-01,	3.9467e-02,	0.0000e+00,	0,	1460043941871618425,	3944910378
1.5043e+00,	-1.9716e-01,	9.6136e+00,	1.8288e-01,	5.8558e-01,	2.6044e-02,	0.0000e+00,	0,	1460043941874107824,	3947399777
1.5107e+00,	-1.8202e-01,	9.5747e+00,	1.6405e-01,	5.6680e-01,	1.0020e-02,	0.0000e+00,	0,	1460043941876607973,	3949899926
1.5092e+00,	-1.9198e-01,	9.5299e+00,	1.4807e-01,	5.4442e-01,	-4.2778e-03,	0.0000e+00,	0,	1460043941879134996,	3952426949
1.5487e+00,	-2.2129e-01,	9.4514e+00,	1.3598e-01,	5.2111e-01,	-1.6875e-02,	0.0000e+00,	0,	1460043941881607604,	3954899557
1.6030e+00,	-2.3784e-01,	9.3574e+00,	1.2562e-01,	4.9983e-01,	-3.0001e-02,	0.0000e+00,	0,	1460043941884112336,	3957404289
1.6444e+00,	-2.3132e-01,	9.2580e+00,	1.1669e-01,	4.8104e-01,	-4.5822e-02,	0.0000e+00,	0,	1460043941886636693,	3959928646
1.6514e+00,	-2.2343e-01,	9.1784e+00,	1.0961e-01,	4.6265e-01,	-6.3305e-02,	0.0000e+00,	0,	1460043941889121592,	3962413545
1.6670e+00,	-2.1060e-01,	9.1323e+00,	1.0431e-01,	4.4401e-01,	-8.1070e-02,	0.0000e+00,	0,	1460043941891617074,	3964909027
1.7405e+00,	-1.7993e-01,	9.0876e+00,	9.9795e-02,	4.2661e-01,	-9.8081e-02,	0.0000e+00,	0,	1460043941894138889,	3967430842
1.8101e+00,	-1.5874e-01,	9.0367e+00,	9.5825e-02,	4.1157e-01,	-1.1408e-01,	0.0000e+00,	0,	1460043941896634788,	3969926741
1.8572e+00,	-1.4348e-01,	8.9990e+00,	9.3039e-02,	3.9811e-01,	-1.2924e-01,	0.0000e+00,	0,	1460043941899129479,	3972421432
1.9181e+00,	-1.1992e-01,	8.9638e+00,	9.1238e-02,	3.8636e-01,	-1.4500e-01,	0.0000e+00,	0,	1460043941901643211,	3974935164
1.9396e+00,	-1.0787e-01,	8.9165e+00,	8.9243e-02,	3.7548e-01,	-1.5828e-01,	0.0000e+00,	0,	1460043941904136735,	3977428688
1.9333e+00,	-9.5463e-02,	8.8597e+00,	8.6502e-02,	3.6374e-01,	-1.6938e-01,	0.0000e+00,	0,	1460043941906636884,	3979928837
1.9580e+00,	-7.6786e-02,	8.7996e+00,	8.3739e-02,	3.4944e-01,	-1.8511e-01,	0.0000e+00,	0,	1460043941909146158,	3982438111
2.0075e+00,	-8.2448e-02,	8.7591e+00,	8.2123e-02,	3.3533e-01,	-2.0219e-01,	0.0000e+00,	0,	1460043941911646598,	3984938551
2.0832e+00,	-1.0940e-01,	8.7421e+00,	8.1288e-02,	3.2315e-01,	-2.1816e-01,	0.0000e+00,	0,	1460043941914120914,	3987412867
2.1620e+00,	-1.1752e-01,	8.7164e+00,	8.0225e-02,	3.1350e-01,	-2.3501e-01,	0.0000e+00,	0,	1460043941916646687,	3989938640
2.1914e+00,	-1.0653e-01,	8.6911e+00,	7.8888e-02,	3.0639e-01,	-2.5323e-01,	3.5462e-01,	1,	1460043941919148461,	3992440414
2.2276e+00,	-7.8005e-02,	8.6851e+00,	7.6843e-02,	3.0069e-01,	-2.7238e-01,	0.0000e+00,	0,	1460043941921626485,	3994918438
2.3096e+00,	-2.0685e-02,	8.7091e+00,	7.4581e-02,	2.9654e-01,	-2.9361e-01,	0.0000e+00,	0,	1460043941924127259,	3997419212
2.3594e+00,	4.3351e-02,	8.7542e+00,	7.1441e-02,	2.9353e-01,	-3.1540e-01,	0.0000e+00,	0,	1460043941926653491,	3999945444
2.3894e+00,	1.1327e-01,	8.8045e+00,	6.6599e-02,	2.9069e-01,	-3.3829e-01,	3.7036e-01,	1,	1460043941929138182,	4002430135
2.4522e+00,	1.9897e-01,	8.8641e+00,	6.0095e-02,	2.8910e-01,	-3.6334e-01,	0.0000e+00,	0,	1460043941931619997,	4004911950
2.5134e+00,	2.9252e-01,	8.9388e+00,	5.2285e-02,	2.8771e-01,	-3.8975e-01,	0.0000e+00,	0,	1460043941934142771,	4007434724
2.5400e+00,	3.7617e-01,	9.0362e+00,	4.3242e-02,	2.8504e-01,	-4.1671e-01,	0.0000e+00,	0,	1460043941936639878,	4009931831
2.5687e+00,	4.3870e-01,	9.1320e+00,	3.3336e-02,	2.8132e-01,	-4.4414e-01,	0.0000e+00,	0,	1460043941939093027,	4012384980
2.6142e+00,	4.9688e-01,	9.1894e+00,	2.3256e-02,	2.7730e-01,	-4.7299e-01,	0.0000e+00,	0,	1460043941941649718,	4014941671
2.6640e+00,	5.4354e-01,	9.2401e+00,	1.2162e-02,	2.7287e-01,	-5.0277e-01,	0.0000e+00,	0,	1460043941944148700,	4017440653
2.7029e+00,	5.7618e-01,	9.3052e+00,	1.5009e-03,	2.6854e-01,	-5.3184e-01,	0.0000e+00,	0,	1460043941946595141,	4019887094
2.7374e+00,	5.9807e-01,	9.3844e+00,	-6.7787e-03,	2.6511e-01,	-5.6244e-01,	0.0000e+00,	0,	1460043941949142456,	4022434409
2.7684e+00,	5.8110e-01,	9.4737e+00,	-1.2910e-02,	2.6153e-01,	-5.9469e-01,	0.0000e+00,	0,	1460043941951656813,	4024948766
2.7777e+00,	5.3444e-01,	9.5522e+00,	-1.7720e-02,	2.5665e-01,	-6.2670e-01,	0.0000e+00,	0,	1460043941954096129,	4027388082
2.7749e+00,	4.7037e-01,	9.6087e+00,	-1.9830e-02,	2.5140e-01,	-6.5663e-01,	0.0000e+00,	0,	1460043941956642819,	4029934772
2.7650e+00,	3.6744e-01,	9.6715e+00,	-1.7863e-02,	2.4570e-01,	-6.8411e-01,	0.0000e+00,	0,	1460043941959142885,	4032434838
2.7515e+00,	2.5919e-01,	9.7311e+00,	-1.0852e-02,	2.3915e-01,	-7.1027e-01,	0.0000e+00,	0,	1460043941961602242,	4034894195
2.7358e+00,	1.8909e-01,	9.7572e+00,	1.3101e-04,	2.3185e-01,	-7.3524e-01,	0.0000e+00,	0,	1460043941964144307,	4037436260
2.6997e+00,	1.1306e-01,	9.7537e+00,	1.3523e-02,	2.2384e-01,	-7.5739e-01,	0.0000e+00,	0,	1460043941966610040,	4039901993
2.6520e+00,	2.2429e-02,	9.7221e+00,	2.9580e-02,	2.1318e-01,	-7.7795e-01,	0.0000e+00,	0,	1460043941969098355,	4042390308
2.6376e+00,	-5.5411e-02,	9.6422e+00,	5.1274e-02,	2.0158e-01,	-7.9850e-01,	0.0000e+00,	0,	1460043941971653879,	4044945832
2.6344e+00,	-1.5157e-01,	9.5154e+00,	7.9851e-02,	1.8877e-01,	-8.1896e-01,	0.0000e+00,	0,	1460043941974096403,	4047388356
2.6304e+00,	-2.2585e-01,	9.3710e+00,	1.1372e-01,	1.7379e-01,	-8.3849e-01,	0.0000e+00,	0,	1460043941976597010,	4049888963
2.6495e+00,	-2.6352e-01,	9.2388e+00,	1.5080e-01,	1.5755e-01,	-8.5748e-01,	0.0000e+00,	0,	1460043941979123284,	4052415237
2.6507e+00,	-3.2104e-01,	9.1065e+00,	1.9018e-01,	1.3972e-01,	-8.7634e-01,	0.0000e+00,	0,	1460043941981604058,	4054896011
2.6482e+00,	-3.7704e-01,	8.9576e+00,	2.3233e-01,	1.2055e-01,	-8.9570e-01,	0.0000e+00,	0,	1460043941984098873,	4057390826
2.6819e+00,	-4.0990e-01,	8.7999e+00,	2.7691e-01,	1.0066e-01,	-9.1673e-01,	0.0000e+00,	0,	1460043941986619606,	4059911559
2.7064e+00,	-4.6346e-01,	8.6476e+00,	3.2313e-01,	7.8613e-02,	-9.3856e-01,	0.0000e+00,	0,	1460043941989111588,	4062403541
2.7203e+00,	-5.0387e-01,	8.5156e+00,	3.7063e-01,	5.5153e-02,	-9.6093e-01,	4.1460e-01,	1,	1460043941991603945,	4064895898
2.7735e+00,	-5.0651e-01,	8.3914e+00,	4.1861e-01,	3.2852e-02,	-9.8361e-01,	0.0000e+00,	0,	1460043941994112760,	4067404713
2.8123e+00,	-5.2423e-01,	8.2715e+00,	4.6750e-01,	1.1217e-02,	-1.0053e+00,	0.0000e+00,	0,	1460043941996610451,	4069902404
2.8337e+00,	-5.2975e-01,	8.1583e+00,	5.1660e-01,	-8.9250e-03,	-1.0253e+00,	0.0000e+00,	0,	1460043941999114225,	4072406178
2.8722e+00,	-4.9509e-01,	8.0392e+00,	5.6515e-01,	-2.6499e-02,	-1.0441e+00,	4.0280e-01,	1,	1460043942001618999,	4074910952
2.8946e+00,	-4.7155e-01,	7.9391e+00,	6.1203e-01,	-4.3794e-02,	-1.0630e+00,	0.0000e+00,	0,	1460043942004115606,	4077407559
2.9100e+00,	-4.5277e-01,	7.8864e+00,	6.5541e-01,	-6.1635e-02,	-1.0807e+00,	0.0000e+00,	0,	1460043942006596713,	4079888666
2.9538e+00,	-4.3066e-01,	7.8681e+00,	6.9564e-01,	-7.8551e-02,	-1.0960e+00,	0.0000e+00,	0,	1460043942009118154,	4082410107
2.9926e+00,	-4.2398e-01,	7.8644e+00,	7.3470e-01,	-9.3760e-02,	-1.1102e+00,	4.0229e-01,	1,	1460043942011619719,	4084911672
3.0403e+00,	-3.9976e-01,	7.8584e+00,	7.7183e-01,	-1.0867e-01,	-1.1250e+00,	0.0000e+00,	0,	1460043942014101618,	4087393571
3.1242e+00,	-3.7915e-01,	7.8371e+00,	8.0636e-01,	-1.2292e-01,	-1.1419e+00,	0.0000e+00,	0,	1460043942016602517,	4089894470
3.1982e+00,	-3.9172e-01,	7.8006e+00,	8.3803e-01,	-1.3567e-01,	-1.1577e+00,	0.0000e+00,	0,	1460043942019113041,	4092404994
3.2376e+00,	-3.9756e-01,	7.7603e+00,	8.6572e-01,	-1.4649e-01,	-1.1717e+00,	0.0000e+00,	0,	1460043942021609690,	4094901643
3.2573e+00,	-4.2549e-01,	7.7283e+00,	8.9006e-01,	-1.5630e-01,	-1.1847e+00,	0.0000e+00,	0,	1460043942024104089,	4097396042
3.2527e+00,	-4.6919e-01,	7.6886e+00,	9.1253e-01,	-1.6767e-01,	-1.1969e+00,	0.0000e+00,	0,	1460043942026613696,	4099905649
3.2359e+00,	-4.9505e-01,	7.6333e+00,	9.3235e-01,	-1.8273e-01,	-1.2095e+00,	0.0000e+00,	0,	1460043942029114219,	4102406172
3.2418e+00,	-5.5325e-01,	7.5713e+00,	9.4908e-01,	-1.9928e-01,	-1.2221e+00,	0.0000e+00,	0,	1460043942031597660,	4104889613
3.2590e+00,	-6.2759e-01,	7.5148e+00,	9.6379e-01,	-2.1499e-01,	-1.2339e+00,	0.0000e+00,	0,	1460043942034117184,	4107409137
3.2547e+00,	-6.7573e-01,	7.4813e+00,	9.7561e-01,	-2.2976e-01,	-1.2440e+00,	0.0000e+00,	0,	1460043942036623083,	4109915036
3.2208e+00,	-7.3034e-01,	7.4695e+00,	9.8415e-01,	-2.4367e-01,	-1.2536e+00,	0.0000e+00,	0,	1460043942039097565,	4112389518
3.1805e+00,	-7.8135e-01,	7.4583e+00,	9.8937e-01,	-2.5655e-01,	-1.2623e+00,	0.0000e+00,	0,	1460043942041614255,	4114906208
3.1325e+00,	-8.3004e-01,	7.4489e+00,	9.9235e-01,	-2.6994e-01,	-1.2703e+00,	0.0000e+00,	0,	1460043942044127738,	4117419691
3.0764e+00,	-9.1134e-01,	7.4495e+00,	9.9419e-01,	-2.8437e-01,	-1.2781e+00,	0.0000e+00,	0,	1460043942046597803,	4119889756
3.0293e+00,	-9.8847e-01,	7.4495e+00,	9.9301e-01,	-2.9731e-01,	-1.2864e+00,	0.0000e+00,	0,	1460043942049118369,	4122410322
2.9696e+00,	-1.0408e+00,	7.4723e+00,	9.8812e-01,	-3.0752e-01,	-1.2947e+00,	0.0000e+00,	0,	1460043942051630934,	4124922887
2.8776e+00,	-1.1084e+00,	7.5278e+00,	9.8084e-01,	-3.1609e-01,	-1.3018e+00,	0.0000e+00,	0,	1460043942054108458,	4127400411
2.7839e+00,	-1.1637e+00,	7.5952e+00,	9.7112e-01,	-3.2503e-01,	-1.3068e+00,	0.0000e+00,	0,	1460043942056624399,	4129916352
2.7006e+00,	-1.1945e+00,	7.6648e+00,	9.5974e-01,	-3.3577e-01,	-1.3111e+00,	0.0000e+00,	0,	1460043942059103131,	4132395084
2.6186e+00,	-1.2426e+00,	7.7400e+00,	9.4666e-01,	-3.4712e-01,	-1.3152e+00,	0.0000e+00,	0,	1460043942061593780,	4134885733
2.5387e+00,	-1.2837e+00,	7.8306e+00,	9.3150e-01,	-3.5653e-01,	-1.3197e+00,	0.0000e+00,	0,	1460043942064112720,	4137404673
2.4495e+00,	-1.3113e+00,	7.9349e+00,	9.1538e-01,	-3.6531e-01,	-1.3255e+00,	0.0000e+00,	0,	1460043942066599078,	4139891031
2.3437e+00,	-1.3287e+00,	8.0332e+00,	8.9852e-01,	-3.7656e-01,	-1.3335e+00,	0.0000e+00,	0,	1460043942069094351,	4142386304
2.2461e+00,	-1.2990e+00,	8.1051e+00,	8.7991e-01,	-3.9003e-01,	-1.3448e+00,	0.0000e+00,	0,	1460043942071618458,	4144910411
2.1373e+00,	-1.2589e+00,	8.1549e+00,	8.6013e-01,	-4.0301e-01,	-1.3582e+00,	0.0000e+00,	0,	1460043942074102816,	4147394769
2.0166e+00,	-1.2405e+00,	8.1938e+00,	8.4027e-01,	-4.1592e-01,	-1.3719e+00,	0.0000e+00,	0,	1460043942076604006,	4149895959
1.9118e+00,	-1.1948e+00,	8.2389e+00,	8.1969e-01,	-4.3067e-01,	-1.3841e+00,	0.0000e+00,	0,	1460043942079119155,	4152411108
1.8090e+00,	-1.1540e+00,	8.3001e+00,	7.9840e-01,	-4.4580e-01,	-1.3940e+00,	0.0000e+00,	0,	1460043942081610012,	4154901965
1.6999e+00,	-1.1291e+00,	8.3681e+00,	7.7746e-01,	-4.5972e-01,	-1.4037e+00,	4.4065e-01,	1,	1460043942084112994,	4157404947
1.5852e+00,	-1.0951e+00,	8.4033e+00,	7.5664e-01,	-4.7429e-01,	-1.4154e+00,	0.0000e+00,	0,	1460043942086622352,	4159914305
1.4566e+00,	-1.1024e+00,	8.4110e+00,	7.3812e-01,	-4.8955e-01,	-1.4300e+00,	0.0000e+00,	0,	1460043942089112042,	4162403995
1.3258e+00,	-1.1544e+00,	8.4260e+00,	7.1944e-01,	-5.0541e-01,	-1.4441e+00,	0.0000e+00,	0,	1460043942091622691,	4164914644
1.2157e+00,	-1.1967e+00,	8.4379e+00,	7.0120e-01,	-5.2013e-01,	-1.4573e+00,	4.1905e-01,	1,	1460043942094132840,	4167424793
1.1073e+00,	-1.2473e+00,	8.4411e+00,	6.8549e-01,	-5.3324e-01,	-1.4717e+00,	0.0000e+00,	0,	1460043942096618905,	4169910858
9.9922e-01,	-1.2953e+00,	8.4380e+00,	6.7206e-01,	-5.4486e-01,	-1.4885e+00,	0.0000e+00,	0,	1460043942099078180,	4172370133
9.0018e-01,	-1.3261e+00,	8.4309e+00,	6.5923e-01,	-5.5519e-01,	-1.5057e+00,	0.0000e+00,	0,	1460043942101632286,	4174924239
7.9795e-01,	-1.3730e+00,	8.4342e+00,	6.4729e-01,	-5.6470e-01,	-1.5216e+00,	0.0000e+00,	0,	1460043942104125019,	4177416972
6.8001e-01,	-1.4284e+00,	8.4414e+00,	6.3742e-01,	-5.7483e-01,	-1.5365e+00,	0.0000e+00,	0,	1460043942106582001,	4179873954
5.4709e-01,	-1.4816e+00,	8.4263e+00,	6.2975e-01,	-5.8717e-01,	-1.5504e+00,	0.0000e+00,	0,	1460043942109089233,	4182381186
4.0230e-01,	-1.5615e+00,	8.3928e+00,	6.2444e-01,	-6.0179e-01,	-1.5610e+00,	0.0000e+00,	0,	1460043942111628215,	4184920168
2.6327e-01,	-1.6376e+00,	8.3589e+00,	6.2139e-01,	-6.1860e-01,	-1.5680e+00,	0.0000e+00,	0,	1460043942114085239,	4187377192
1.3137e-01,	-1.6975e+00,	8.3181e+00,	6.1925e-01,	-6.3745e-01,	-1.5749e+00,	0.0000e+00,	0,	1460043942116588388,	4189880341
1.4233e-02,	-1.7666e+00,	8.2830e+00,	6.1617e-01,	-6.5844e-01,	-1.5817e+00,	0.0000e+00,	0,	1460043942119126537,	4192418490
-7.1743e-02,	-1.8251e+00,	8.2644e+00,	6.1437e-01,	-6.8012e-01,	-1.5872e+00,	0.0000e+00,	0,	1460043942121590894,	4194882847
-1.4041e-01,	-1.8627e+00,	8.2421e+00,	6.1470e-01,	-7.0138e-01,	-1.5905e+00,	0.0000e+00,	0,	1460043942124078626,	4197370579
-1.9651e-01,	-1.8772e+00,	8.2016e+00,	6.1681e-01,	-7.2046e-01,	-1.5921e+00,	0.0000e+00,	0,	1460043942126632483,	4199924436
-2.3079e-01,	-1.8505e+00,	8.1808e+00,	6.1894e-01,	-7.3621e-01,	-1.5927e+00,	0.0000e+00,	0,	1460043942129095257,	4202387210
-2.5282e-01,	-1.7913e+00,	8.2076e+00,	6.1948e-01,	-7.4873e-01,	-1.5937e+00,	0.0000e+00,	0,	1460043942131578615,	4204870568
-2.8348e-01,	-1.7146e+00,	8.2492e+00,	6.1730e-01,	-7.5822e-01,	-1.5958e+00,	0.0000e+00,	0,	1460043942134101013,	4207392966
-3.3851e-01,	-1.6174e+00,	8.2586e+00,	6.1310e-01,	-7.6580e-01,	-1.5972e+00,	0.0000e+00,	0,	1460043942136609079,	4209901032
-4.0290e-01,	-1.5330e+00,	8.2308e+00,	6.0725e-01,	-7.7373e-01,	-1.5956e+00,	0.0000e+00,	0,	1460043942139077145,	4212369098
-4.5533e-01,	-1.4566e+00,	8.1944e+00,	6.0046e-01,	-7.8235e-01,	-1.5916e+00,	0.0000e+00,	0,	1460043942141600960,	4214892913
-4.9402e-01,	-1.3741e+00,	8.1690e+00,	5.9158e-01,	-7.9255e-01,	-1.5886e+00,	0.0000e+00,	0,	1460043942144106817,	4217398770
-5.2593e-01,	-1.3122e+00,	8.1313e+00,	5.7850e-01,	-8.0457e-01,	-1.5875e+00,	0.0000e+00,	0,	1460043942146582800,	4219874753
-5.5243e-01,	-1.2621e+00,	8.0702e+00,	5.6189e-01,	-8.1613e-01,	-1.5869e+00,	0.0000e+00,	0,	1460043942149102282,	4222394235
-5.6777e-01,	-1.2077e+00,	7.9983e+00,	5.4462e-01,	-8.2641e-01,	-1.5863e+00,	0.0000e+00,	0,	1460043942151599597,	4224891550
-5.6116e-01,	-1.1568e+00,	7.9168e+00,	5.2927e-01,	-8.3541e-01,	-1.5866e+00,	0.0000e+00,	0,	1460043942154082663,	4227374616
-5.2737e-01,	-1.0942e+00,	7.8337e+00,	5.1439e-01,	-8.4300e-01,	-1.5895e+00,	0.0000e+00,	0,	1460043942156606311,	4229898264
-4.9543e-01,	-1.0187e+00,	7.7573e+00,	4.9824e-01,	-8.4916e-01,	-1.5949e+00,	0.0000e+00,	0,	1460043942159085377,	4232377330
-4.7711e-01,	-9.5479e-01,	7.7011e+00,	4.8112e-01,	-8.5406e-01,	-1.6012e+00,	0.0000e+00,	0,	1460043942161580568,	4234872521
-4.4981e-01,	-8.8833e-01,	7.6790e+00,	4.6301e-01,	-8.5789e-01,	-1.6069e+00,	0.0000e+00,	0,	1460043942164104216,	4237396169
-4.1635e-01,	-8.2919e-01,	7.6665e+00,	4.4271e-01,	-8.5917e-01,	-1.6106e+00,	4.7246e-01,	1,	1460043942166586782,	4239878735
-3.7439e-01,	-8.0729e-01,	7.6411e+00,	4.2175e-01,	-8.5952e-01,	-1.6120e+00,	0.0000e+00,	0,	1460043942169080723,	4242372676
-3.0550e-01,	-8.1036e-01,	7.6330e+00,	4.0362e-01,	-8.6034e-01,	-1.6109e+00,	0.0000e+00,	0,	1460043942171595705,	4244887658
-2.4366e-01,	-8.2629e-01,	7.6505e+00,	3.8740e-01,	-8.6239e-01,	-1.6093e+00,	0.0000e+00,	0,	1460043942174085104,	4247377057
-2.1269e-01,	-8.5371e-01,	7.6732e+00,	3.7016e-01,	-8.6626e-01,	-1.6082e+00,	4.8593e-01,	1,	1460043942176589627,	4249881580
-1.9497e-01,	-8.8514e-01,	7.6904e+00,	3.5319e-01,	-8.7190e-01,	-1.6076e+00,	0.0000e+00,	0,	1460043942179096776,	4252388729
-1.8361e-01,	-9.3605e-01,	7.7025e+00,	3.3840e-01,	-8.7870e-01,	-1.6070e+00,	0.0000e+00,	0,	1460043942181588175,	4254880128
-1.6510e-01,	-9.9801e-01,	7.7179e+00,	3.2615e-01,	-8.8742e-01,	-1.6044e+00,	0.0000e+00,	0,	1460043942184098782,	4257390735
-1.3763e-01,	-1.0398e+00,	7.7156e+00,	3.1483e-01,	-8.9730e-01,	-1.6007e+00,	0.0000e+00,	0,	1460043942186595140,	4259887093
-1.1576e-01,	-1.0630e+00,	7.6845e+00,	3.0283e-01,	-9.0625e-01,	-1.5973e+00,	0.0000e+00,	0,	1460043942189100997,	4262392950
-9.4449e-02,	-1.0427e+00,	7.6421e+00,	2.8943e-01,	-9.1262e-01,	-1.5944e+00,	0.0000e+00,	0,	1460043942191582687,	4264874640
-6.4779e-02,	-9.7182e-01,	7.6000e+00,	2.7517e-01,	-9.1525e-01,	-1.5913e+00,	0.0000e+00,	0,	1460043942194108336,	4267400289
-5.0990e-02,	-8.8856e-01,	7.5590e+00,	2.5903e-01,	-9.1455e-01,	-1.5868e+00,	0.0000e+00,	0,	1460043942196599610,	4269891563
-6.4284e-02,	-8.1316e-01,	7.5273e+00,	2.4078e-01,	-9.1172e-01,	-1.5805e+00,	0.0000e+00,	0,	1460043942199087801,	4272379754
-9.7147e-02,	-7.3729e-01,	7.5180e+00,	2.2010e-01,	-9.0787e-01,	-1.5736e+00,	0.0000e+00,	0,	1460043942201591283,	4274883236
-1.2252e-01,	-6.5391e-01,	7.5148e+00,	1.9614e-01,	-9.0321e-01,	-1.5669e+00,	0.0000e+00,	0,	1460043942204096765,	4277388718
-1.2111e-01,	-5.6538e-01,	7.5043e+00,	1.6874e-01,	-8.9744e-01,	-1.5609e+00,	0.0000e+00,	0,	1460043942206587872,	4279879825
-1.0212e-01,	-4.8534e-01,	7.5033e+00,	1.3914e-01,	-8.8895e-01,	-1.5546e+00,	0.0000e+00,	0,	1460043942209089854,	4282381807
-6.3549e-02,	-4.1996e-01,	7.5421e+00,	1.0962e-01,	-8.7556e-01,	-1.5492e+00,	0.0000e+00,	0,	1460043942211597795,	4284889748
-2.1038e-02,	-3.6505e-01,	7.6298e+00,	8.0525e-02,	-8.5741e-01,	-1.5474e+00,	0.0000e+00,	0,	1460043942214093985,	4287385938
9.7874e-03,	-3.2877e-01,	7.7433e+00,	5.1207e-02,	-8.3613e-01,	-1.5480e+00,	0.0000e+00,	0,	1460043942216582384,	4289874337
1.6684e-02,	-3.1747e-01,	7.8598e+00,	2.0220e-02,	-8.1450e-01,	-1.5489e+00,	0.0000e+00,	0,	1460043942219106616,	4292398569
4.0029e-04,	-3.1707e-01,	7.9593e+00,	-1.2943e-02,	-7.9333e-01,	-1.5503e+00,	0.0000e+00,	0,	1460043942221599224,	4294891177
-3.4533e-02,	-3.3146e-01,	8.0582e+00,	-4.7852e-02,	-7.7139e-01,	-1.5529e+00,	0.0000e+00,	0,	1460043942224080664,	4297372617
-7.5434e-02,	-3.6975e-01,	8.1440e+00,	-8.1957e-02,	-7.4797e-01,	-1.5563e+00,	0.0000e+00,	0,	1460043942226596271,	4299888224
-1.2219e-01,	-4.3982e-01,	8.2152e+00,	-1.1407e-01,	-7.2404e-01,	-1.5598e+00,	0.0000e+00,	0,	1460043942229114087,	4302406040
-1.9223e-01,	-5.3781e-01,	8.2780e+00,	-1.4492e-01,	-7.0068e-01,	-1.5617e+00,	0.0000e+00,	0,	1460043942231582694,	4304874647
-2.8391e-01,	-6.5035e-01,	8.3285e+00,	-1.7376e-01,	-6.7791e-01,	-1.5601e+00,	0.0000e+00,	0,	1460043942234101885,	4307393838
-3.9339e-01,	-7.6059e-01,	8.3544e+00,	-2.0087e-01,	-6.5690e-01,	-1.5568e+00,	0.0000e+00,	0,	1460043942236613283,	4309905236
-5.1535e-01,	-8.6168e-01,	8.3562e+00,	-2.2700e-01,	-6.3783e-01,	-1.5529e+00,	5.4972e-01,	1,	1460043942239094641,	4312386594
-6.2662e-01,	-9.5809e-01,	8.3511e+00,	-2.5022e-01,	-6.2039e-01,	-1.5474e+00,	0.0000e+00,	0,	1460043942241605873,	4314897826
-7.2274e-01,	-1.0513e+00,	8.3352e+00,	-2.7020e-01,	-6.0415e-01,	-1.5382e+00,	0.0000e+00,	0,	1460043942244116688,	4317408641
-8.1748e-01,	-1.1366e+00,	8.3316e+00,	-2.8596e-01,	-5.8888e-01,	-1.5265e+00,	0.0000e+00,	0,	1460043942246597046,	4319888999
-9.0143e-01,	-1.2229e+00,	8.3504e+00,	-2.9732e-01,	-5.7482e-01,	-1.5141e+00,	5.6946e-01,	1,	1460043942249118986,	4322410939
-9.7244e-01,	-1.3258e+00,	8.3585e+00,	-3.0592e-01,	-5.6275e-01,	-1.5017e+00,	0.0000e+00,	0,	1460043942251618718,	4324910671
-1.0412e+00,	-1.4341e+00,	8.3488e+00,	-3.1221e-01,	-5.5277e-01,	-1.4883e+00,	0.0000e+00,	0,	1460043942254098367,	4327390320
-1.1126e+00,	-1.5370e+00,	8.3285e+00,	-3.1598e-01,	-5.4383e-01,	-1.4742e+00,	0.0000e+00,	0,	1460043942256620224,	4329912177
-1.1877e+00,	-1.6237e+00,	8.2895e+00,	-3.1497e-01,	-5.3714e-01,	-1.4613e+00,	0.0000e+00,	0,	1460043942259108290,	4332400243
-1.2606e+00,	-1.6923e+00,	8.2370e+00,	-3.0916e-01,	-5.3443e-01,	-1.4497e+00,	0.0000e+00,	0,	1460043942261610355,	4334902308
-1.3358e+00,	-1.7419e+00,	8.2018e+00,	-3.0073e-01,	-5.3576e-01,	-1.4369e+00,	0.0000e+00,	0,	1460043942264120629,	4337412582
-1.4164e+00,	-1.7668e+00,	8.1903e+00,	-2.9137e-01,	-5.4113e-01,	-1.4215e+00,	0.0000e+00,	0,	1460043942266612111,	4339904064
-1.4907e+00,	-1.7646e+00,	8.1680e+00,	-2.8269e-01,	-5.5081e-01,	-1.4062e+00,	0.0000e+00,	0,	1460043942269080219,	4342372172
-1.5537e+00,	-1.7336e+00,	8.1411e+00,	-2.7308e-01,	-5.6532e-01,	-1.3905e+00,	0.0000e+00,	0,	1460043942271629076,	4344921029
-1.6056e+00,	-1.6845e+00,	8.1262e+00,	-2.6188e-01,	-5.8227e-01,	-1.3736e+00,	0.0000e+00,	0,	1460043942274078641,	4347370594
-1.6476e+00,	-1.6302e+00,	8.1290e+00,	-2.4817e-01,	-6.0110e-01,	-1.3551e+00,	0.0000e+00,	0,	1460043942276621373,	4349913326
-1.6887e+00,	-1.5731e+00,	8.1483e+00,	-2.3453e-01,	-6.2317e-01,	-1.3365e+00,	0.0000e+00,	0,	1460043942279121939,	4352413892
-1.7585e+00,	-1.5070e+00,	8.1929e+00,	-2.2237e-01,	-6.4825e-01,	-1.3192e+00,	0.0000e+00,	0,	1460043942281589130,	4354881083
-1.8273e+00,	-1.4319e+00,	8.2544e+00,	-2.1083e-01,	-6.7542e-01,	-1.3027e+00,	0.0000e+00,	0,	1460043942284084904,	4357376857
-1.8742e+00,	-1.3607e+00,	8.3210e+00,	-1.9718e-01,	-7.0324e-01,	-1.2876e+00,	0.0000e+00,	0,	1460043942286634260,	4359926213
