ax,	ay,	az,	ox,	oy,	oz,	dz,	dv,	t
-2.5281e-01,	-5.6992e-01,	8.8109e+00,	1.8390e-03,	-6.0542e-02,	1.4880e-01,	0.0000e+00,	0,	1460043950989342573,	13062634526
-1.2977e-01,	-4.5216e-01,	8.9525e+00,	4.4376e-03,	-6.7373e-02,	1.4925e-01,	0.0000e+00,	0,	1460043950991823389,	13065115342
-1.3708e-01,	-3.7170e-01,	8.9587e+00,	8.9781e-03,	-5.0298e-02,	1.4717e-01,	0.0000e+00,	0,	1460043950994311496,	13067603449
-2.5570e-02,	-3.6722e-01,	9.0546e+00,	9.8359e-03,	-4.1861e-02,	1.4760e-01,	0.0000e+00,	0,	1460043950996849561,	13070141514
-1.2580e-01,	-4.7925e-01,	9.0408e+00,	1.5667e-02,	-2.0472e-02,	1.5006e-01,	0.0000e+00,	0,	1460043950999335502,	13072627455
8.9919e-02,	-2.2821e-01,	9.0463e+00,	9.4971e-03,	-1.2064e-02,	1.4886e-01,	0.0000e+00,	0,	1460043951001810818,	13075102771
2.6643e-01,	-2.0757e-01,	9.0437e+00,	-1.0353e-02,	-7.9240e-03,	1.3912e-01,	0.0000e+00,	0,	1460043951004334050,	13077626003
2.0985e-01,	-3.6196e-01,	9.2298e+00,	-2.9394e-02,	-1.5061e-02,	1.3730e-01,	0.0000e+00,	0,	1460043951006860032,	13080151985
9.3568e-03,	-4.3581e-01,	9.2245e+00,	-2.8017e-02,	-9.1680e-03,	1.4387e-01,	0.0000e+00,	0,	1460043951009318889,	13082610842
-1.3107e-01,	-2.6732e-01,	9.1091e+00,	-2.3173e-02,	-4.4586e-03,	1.4492e-01,	0.0000e+00,	0,	1460043951011834622,	13085126575
-1.2101e-01,	-2.9005e-01,	9.1155e+00,	-2.0354e-02,	2.4652e-02,	1.4434e-01,	0.0000e+00,	0,	1460043951014339979,	13087631932
-8.5192e-02,	-5.0874e-01,	9.1844e+00,	-2.7055e-02,	4.5586e-02,	1.4827e-01,	0.0000e+00,	0,	1460043951016811503,	13090103456
-3.3976e-02,	-5.2786e-01,	9.1476e+00,	-3.3794e-02,	5.5087e-02,	1.5385e-01,	0.0000e+00,	0,	1460043951019343360,	13092635313
-2.0776e-01,	-2.4727e-01,	9.1179e+00,	-3.8558e-02,	4.7039e-02,	1.5464e-01,	0.0000e+00,	0,	1460043951021832884,	13095124837
-9.7722e-02,	-2.8796e-01,	9.2282e+00,	-3.2805e-02,	3.3438e-02,	1.5671e-01,	0.0000e+00,	0,	1460043951024286658,	13097578611
-1.5580e-01,	-6.2929e-01,	9.1474e+00,	-1.9793e-02,	1.6285e-02,	1.5259e-01,	0.0000e+00,	0,	1460043951026834973,	13100126926
-2.3911e-01,	-6.0035e-01,	9.2046e+00,	-1.8455e-02,	8.5004e-03,	1.4292e-01,	2.0830e-01,	1,	1460043951029329831,	13102621784
-5.5539e-01,	-4.3573e-01,	9.3375e+00,	-2.6076e-02,	1.3516e-02,	1.3824e-01,	0.0000e+00,	0,	1460043951031786730,	13105078683
-3.0674e-01,	-6.0045e-01,	9.5042e+00,	-2.6720e-02,	1.8145e-02,	1.3982e-01,	0.0000e+00,	0,	1460043951034333754,	13107625707
-2.0234e-01,	-6.8300e-01,	9.4025e+00,	-2.2156e-02,	1.9499e-02,	1.3788e-01,	0.0000e+00,	0,	1460043951036786569,	13110078522
-5.4937e-02,	-4.1200e-01,	9.3914e+00,	-1.5732e-02,	5.8950e-03,	1.3473e-01,	2.0886e-01,	1,	1460043951039293718,	13112585671
-2.5683e-01,	-3.1932e-01,	9.3231e+00,	2.2437e-03,	5.9103e-03,	1.3434e-01,	0.0000e+00,	0,	1460043951041835284,	13115127237
-7.8929e-02,	-5.3962e-01,	9.4685e+00,	2.2303e-02,	1.9375e-02,	1.3445e-01,	0.0000e+00,	0,	1460043951044286850,	13117578803
-2.0025e-01,	-6.7179e-01,	9.4658e+00,	4.2146e-02,	1.1667e-03,	1.3254e-01,	0.0000e+00,	0,	1460043951046786998,	13120078951
-1.0539e-02,	-5.8051e-01,	9.5090e+00,	6.7628e-02,	-4.5519e-02,	1.3315e-01,	2.1333e-01,	1,	1460043951049339189,	13122631142
-1.8909e-01,	-4.7792e-01,	9.3690e+00,	7.9793e-02,	-6.2044e-02,	1.3448e-01,	0.0000e+00,	0,	1460043951051793505,	13125085458
-4.1857e-02,	-3.4893e-01,	9.4761e+00,	7.1779e-02,	-3.0427e-02,	1.3649e-01,	0.0000e+00,	0,	1460043951054289487,	13127581440
-1.7130e-01,	-3.8207e-01,	9.4710e+00,	6.2539e-02,	-8.6450e-03,	1.4029e-01,	0.0000e+00,	0,	1460043951056803802,	13130095755
-4.4254e-02,	-4.0162e-01,	9.5709e+00,	6.1957e-02,	-1.5715e-02,	1.4373e-01,	0.0000e+00,	0,	1460043951059302785,	13132594738
-1.0015e-01,	-2.5192e-01,	9.3969e+00,	5.3991e-02,	-1.2961e-03,	1.4185e-01,	0.0000e+00,	0,	1460043951061796225,	13135088178
2.8738e-01,	-1.3094e-01,	9.5060e+00,	3.9954e-02,	1.0857e-02,	1.3657e-01,	0.0000e+00,	0,	1460043951064304874,	13137596827
1.5679e-01,	-3.5898e-01,	9.5826e+00,	3.1634e-02,	2.4200e-02,	1.3146e-01,	0.0000e+00,	0,	1460043951066807523,	13140099476
4.0364e-02,	-4.0788e-01,	9.7365e+00,	2.3226e-02,	4.5173e-02,	1.2937e-01,	0.0000e+00,	0,	1460043951069288255,	13142580208
-2.6587e-01,	-2.8596e-01,	9.6293e+00,	1.8102e-02,	6.5803e-02,	1.2633e-01,	0.0000e+00,	0,	1460043951071804113,	13145096066
6.7935e-03,	-3.6301e-01,	9.7307e+00,	1.6313e-02,	5.9421e-02,	1.2393e-01,	0.0000e+00,	0,	1460043951074303845,	13147595798
-1.4950e-01,	-5.3105e-01,	9.6349e+00,	6.4414e-03,	3.2766e-02,	1.2316e-01,	0.0000e+00,	0,	1460043951076790410,	13150082363
-2.3726e-01,	-4.6233e-01,	9.6690e+00,	2.6837e-04,	2.8238e-02,	1.2216e-01,	0.0000e+00,	0,	1460043951079296559,	13152588512
-4.1625e-01,	-4.6180e-01,	9.7239e+00,	9.6202e-03,	4.2945e-02,	1.2220e-01,	0.0000e+00,	0,	1460043951081810458,	13155102411
-2.7448e-01,	-5.7897e-01,	9.8575e+00,	3.0033e-02,	3.0788e-02,	1.2095e-01,	0.0000e+00,	0,	1460043951084298274,	13157590227
-3.7184e-01,	-6.1447e-01,	9.7238e+00,	3.7013e-02,	3.1010e-03,	1.2099e-01,	0.0000e+00,	0,	1460043951086787256,	13160079209
-2.0799e-01,	-4.7973e-01,	9.7514e+00,	3.4936e-02,	-8.4582e-03,	1.2127e-01,	0.0000e+00,	0,	1460043951089318113,	13162610066
-1.7867e-01,	-4.5503e-01,	9.7197e+00,	2.9729e-02,	-7.2882e-03,	1.2688e-01,	0.0000e+00,	0,	1460043951091811387,	13165103340
-9.0322e-02,	-4.7978e-01,	9.7539e+00,	2.4483e-02,	-1.2979e-02,	1.2961e-01,	0.0000e+00,	0,	1460043951094288078,	13167580031
-2.0089e-01,	-4.4145e-01,	9.7537e+00,	2.7550e-02,	-9.2264e-03,	1.3080e-01,	0.0000e+00,	0,	1460043951096805477,	13170097430
-4.6646e-02,	-3.4340e-01,	9.8953e+00,	3.8001e-02,	-1.5498e-03,	1.2683e-01,	0.0000e+00,	0,	1460043951099320792,	13172612745
2.3995e-02,	-3.3566e-01,	9.8036e+00,	4.0819e-02,	2.6568e-03,	1.2739e-01,	0.0000e+00,	0,	1460043951101795608,	13175087561
9.7155e-02,	-4.2145e-01,	9.7793e+00,	4.1894e-02,	-2.7634e-03,	1.2844e-01,	0.0000e+00,	0,	1460043951104303965,	13177595918
7.7465e-03,	-4.3777e-01,	9.8218e+00,	4.6649e-02,	-4.5569e-03,	1.3481e-01,	0.0000e+00,	0,	1460043951106816197,	13180108150
1.8097e-02,	-3.3056e-01,	9.9144e+00,	5.1540e-02,	9.7120e-03,	1.3941e-01,	0.0000e+00,	0,	1460043951109286388,	13182578341
-2.8159e-02,	-3.7163e-01,	9.8376e+00,	5.2197e-02,	2.2377e-02,	1.4725e-01,	0.0000e+00,	0,	1460043951111811245,	13185103198
2.3764e-03,	-5.5565e-01,	9.7563e+00,	5.5036e-02,	3.6185e-02,	1.4989e-01,	0.0000e+00,	0,	1460043951114314602,	13187606555
-4.6707e-02,	-5.3521e-01,	9.7395e+00,	5.4186e-02,	5.7106e-02,	1.5768e-01,	0.0000e+00,	0,	1460043951116786251,	13190078204
-5.1730e-02,	-3.0634e-01,	9.7135e+00,	4.7422e-02,	7.3996e-02,	1.5936e-01,	0.0000e+00,	0,	1460043951119304525,	13192596478
7.0067e-02,	-3.1579e-01,	9.7544e+00,	3.6281e-02,	8.5712e-02,	1.6046e-01,	2.1218e-01,	1,	1460043951121806091,	13195098044
-5.0144e-02,	-5.1901e-01,	9.8261e+00,	3.5301e-02,	7.5998e-02,	1.5735e-01,	0.0000e+00,	0,	1460043951124286615,	13197578568
-1.8990e-01,	-4.9311e-01,	9.8675e+00,	3.6651e-02,	5.2326e-02,	1.6107e-01,	0.0000e+00,	0,	1460043951126805514,	13200097467
-3.6389e-01,	-3.4793e-01,	9.7631e+00,	3.5188e-02,	5.0513e-02,	1.5862e-01,	0.0000e+00,	0,	1460043951129294913,	13202586866
-3.2852e-01,	-4.5504e-01,	9.8646e+00,	4.1477e-02,	5.4474e-02,	1.5864e-01,	2.1211e-01,	1,	1460043951131793270,	13205085223
-4.0326e-01,	-7.0788e-01,	9.8689e+00,	5.8781e-02,	3.4264e-02,	1.5625e-01,	0.0000e+00,	0,	1460043951134309419,	13207601372
-4.1566e-01,	-5.7439e-01,	9.8691e+00,	7.4170e-02,	-9.9222e-03,	1.5209e-01,	0.0000e+00,	0,	1460043951136790818,	13210082771
-4.7019e-01,	-2.7122e-01,	9.8119e+00,	8.0455e-02,	-3.1244e-02,	1.4524e-01,	0.0000e+00,	0,	1460043951139294550,	13212586503
-1.6169e-01,	-4.3308e-01,	9.9297e+00,	8.8738e-02,	-2.6460e-02,	1.4871e-01,	2.1510e-01,	1,	1460043951141824407,	13215116360
-2.9138e-01,	-6.5884e-01,	9.7954e+00,	9.1199e-02,	-1.8670e-02,	1.5605e-01,	0.0000e+00,	0,	1460043951144303223,	13217595176
-3.2943e-01,	-4.4880e-01,	9.8069e+00,	8.9575e-02,	-5.3412e-02,	1.5321e-01,	0.0000e+00,	0,	1460043951146799913,	13220091866
-1.9263e-01,	-1.4527e-01,	9.8005e+00,	7.2590e-02,	-6.6344e-02,	1.4806e-01,	0.0000e+00,	0,	1460043951149320812,	13222612765
2.2249e-01,	-2.3015e-01,	9.9489e+00,	5.0191e-02,	-3.7390e-02,	1.4249e-01,	0.0000e+00,	0,	1460043951151816919,	13225108872
2.6787e-01,	-2.8454e-01,	9.8644e+00,	3.5228e-02,	-1.0405e-03,	1.4625e-01,	0.0000e+00,	0,	1460043951154311318,	13227603271
9.2104e-02,	-1.9076e-01,	9.8909e+00,	2.0684e-02,	5.8359e-03,	1.4516e-01,	0.0000e+00,	0,	1460043951156828009,	13230119962
-7.8233e-02,	-6.4529e-02,	9.7705e+00,	6.9434e-03,	1.5244e-02,	1.4454e-01,	0.0000e+00,	0,	1460043951159324783,	13232616736
2.4614e-01,	-2.1590e-01,	9.8100e+00,	-2.8827e-03,	3.4951e-02,	1.3859e-01,	0.0000e+00,	0,	1460043951161810890,	13235102843
2.2063e-01,	-2.8342e-01,	9.8297e+00,	-1.7375e-02,	6.8685e-02,	1.4109e-01,	0.0000e+00,	0,	1460043951164334205,	13237626158
-9.2835e-02,	-2.7127e-01,	9.9649e+00,	-2.5367e-02,	7.7325e-02,	1.3706e-01,	0.0000e+00,	0,	1460043951166836313,	13240128266
-3.3235e-01,	-2.5254e-01,	9.9926e+00,	-2.3482e-02,	6.1014e-02,	1.3828e-01,	0.0000e+00,	0,	1460043951169313545,	13242605498
-2.2664e-01,	-3.3127e-01,	9.9979e+00,	-2.2624e-02,	4.9519e-02,	1.3773e-01,	0.0000e+00,	0,	1460043951171831402,	13245123355
-6.3838e-02,	-3.9650e-01,	9.9805e+00,	-3.1405e-02,	6.7508e-02,	1.4297e-01,	0.0000e+00,	0,	1460043951174343176,	13247635129
-1.8525e-01,	-5.8679e-01,	9.9840e+00,	-3.3309e-02,	9.3830e-02,	1.3827e-01,	0.0000e+00,	0,	1460043951176820950,	13250112903
-5.4246e-01,	-6.3169e-01,	1.0001e+01,	-1.5588e-02,	5.8037e-02,	1.3743e-01,	0.0000e+00,	0,	1460043951179319724,	13252611677
-5.7147e-01,	-4.2532e-01,	1.0022e+01,	-4.1958e-03,	-1.5099e-02,	1.3508e-01,	0.0000e+00,	0,	1460043951181852831,	13255144784
-1.6608e-01,	-3.7790e-01,	1.0146e+01,	-1.1844e-02,	-5.1687e-02,	1.3914e-01,	0.0000e+00,	0,	1460043951184333605,	13257625558
-1.5790e-01,	-5.9584e-01,	1.0087e+01,	-1.1845e-02,	-3.7144e-02,	1.3746e-01,	0.0000e+00,	0,	1460043951186814713,	13260106666
-4.7773e-01,	-6.3746e-01,	1.0036e+01,	-2.1781e-03,	-3.3319e-02,	1.3602e-01,	0.0000e+00,	0,	1460043951189337695,	13262629648
-6.7912e-01,	-3.2190e-01,	9.9638e+00,	8.9019e-03,	-5.0677e-02,	1.3490e-01,	0.0000e+00,	0,	1460043951191842635,	13265134588
-1.7784e-01,	-3.8342e-01,	1.0213e+01,	2.4177e-02,	-8.9507e-02,	1.3687e-01,	0.0000e+00,	0,	1460043951194322368,	13267614321
2.3113e-01,	-5.5324e-01,	1.0181e+01,	3.0324e-02,	-1.1580e-01,	1.3905e-01,	0.0000e+00,	0,	1460043951196837100,	13270129053
1.6451e-01,	-5.4721e-01,	1.0126e+01,	1.8067e-02,	-9.8655e-02,	1.4363e-01,	0.0000e+00,	0,	1460043951199323665,	13272615618
-2.1388e-01,	-3.4165e-01,	9.9636e+00,	-3.4877e-03,	-6.9439e-02,	1.5079e-01,	0.0000e+00,	0,	1460043951201789190,	13275081143
-4.6474e-02,	-5.1139e-01,	1.0135e+01,	7.6191e-05,	-6.6397e-02,	1.5364e-01,	0.0000e+00,	0,	1460043951204343838,	13277635791
1.1673e-01,	-4.2549e-01,	1.0007e+01,	1.4140e-02,	-7.2910e-02,	1.5393e-01,	0.0000e+00,	0,	1460043951206843279,	13280135232
2.7632e-01,	-2.7733e-01,	1.0017e+01,	2.0284e-02,	-4.2666e-02,	1.5181e-01,	0.0000e+00,	0,	1460043951209289220,	13282581173
1.4973e-01,	-1.9932e-01,	1.0032e+01,	9.2649e-03,	2.6468e-03,	1.5494e-01,	0.0000e+00,	0,	1460043951211838368,	13285130321
6.2368e-03,	-5.3689e-01,	1.0163e+01,	6.7297e-04,	3.8721e-02,	1.5606e-01,	2.1275e-01,	1,	1460043951214343100,	13287635053
-8.8459e-02,	-4.4859e-01,	9.9861e+00,	-3.1730e-03,	5.1124e-02,	1.6059e-01,	0.0000e+00,	0,	1460043951216790250,	13290082203
7.5025e-02,	-2.5178e-01,	9.8679e+00,	-1.3319e-02,	6.4184e-02,	1.5655e-01,	0.0000e+00,	0,	1460043951219338565,	13292630518
3.5065e-02,	-1.1395e-01,	9.8893e+00,	-2.3017e-02,	8.6466e-02,	1.5969e-01,	0.0000e+00,	0,	1460043951221797006,	13295088959
-1.3998e-01,	-4.9871e-01,	9.9729e+00,	-2.3804e-02,	8.9123e-02,	1.5798e-01,	2.1284e-01,	1,	1460043951224295821,	13297587774
-3.7780e-01,	-5.6007e-01,	1.0014e+01,	-1.5209e-02,	5.8432e-02,	1.4989e-01,	0.0000e+00,	0,	1460043951226839428,	13300131381
-5.5574e-01,	-4.9719e-01,	1.0100e+01,	5.5333e-03,	3.7010e-02,	1.4193e-01,	0.0000e+00,	0,	1460043951229288203,	13302580156
-5.2823e-01,	-4.9533e-01,	1.0196e+01,	3.4526e-02,	9.1995e-03,	1.4437e-01,	0.0000e+00,	0,	1460043951231792143,	13305084096
-5.2610e-01,	-7.5438e-01,	1.0024e+01,	5.5408e-02,	-2.0130e-02,	1.4461e-01,	2.1280e-01,	1,	1460043951234344375,	13307636328
-6.0290e-01,	-6.3042e-01,	9.9975e+00,	6.9082e-02,	-4.6548e-02,	1.4334e-01,	0.0000e+00,	0,	1460043951236790649,	13310082602
-5.8857e-01,	-4.3229e-01,	1.0095e+01,	6.3722e-02,	-5.3972e-02,	1.4582e-01,	0.0000e+00,	0,	1460043951239292298,	13312584251
-2.8321e-01,	-3.4640e-01,	1.0279e+01,	4.5294e-02,	-6.2229e-02,	1.4453e-01,	0.0000e+00,	0,	1460043951241808697,	13315100650
-1.5386e-01,	-3.2650e-01,	1.0175e+01,	3.3497e-02,	-8.9612e-02,	1.3559e-01,	0.0000e+00,	0,	1460043951244300763,	13317592716
-1.0319e-01,	-1.7283e-01,	1.0214e+01,	3.3604e-02,	-1.0545e-01,	1.2551e-01,	0.0000e+00,	0,	1460043951246800578,	13320092531
-6.2531e-02,	5.0698e-03,	1.0202e+01,	1.7846e-02,	-7.6451e-02,	1.2699e-01,	0.0000e+00,	0,	1460043951249306644,	13322598597
1.1701e-01,	-1.6913e-01,	1.0306e+01,	-1.0306e-02,	-4.0116e-02,	1.2771e-01,	0.0000e+00,	0,	1460043951251803168,	13325095121
1.7224e-01,	-4.0887e-01,	1.0197e+01,	-3.8057e-02,	-2.1950e-02,	1.3295e-01,	0.0000e+00,	0,	1460043951254294692,	13327586645
1.2299e-01,	-2.6226e-01,	1.0245e+01,	-5.3020e-02,	-7.7597e-03,	1.3559e-01,	0.0000e+00,	0,	1460043951256816299,	13330108252
1.5862e-01,	5.0992e-02,	1.0183e+01,	-6.1939e-02,	3.0266e-02,	1.4508e-01,	0.0000e+00,	0,	1460043951259309448,	13332601401
2.6160e-01,	-5.5991e-02,	1.0222e+01,	-6.8042e-02,	7.2717e-02,	1.4567e-01,	0.0000e+00,	0,	1460043951261789972,	13335081925
9.8977e-02,	-4.2078e-01,	1.0178e+01,	-7.7404e-02,	8.7197e-02,	1.4303e-01,	0.0000e+00,	0,	1460043951264306537,	13337598490
-2.1302e-01,	-5.2527e-01,	1.0279e+01,	-8.8259e-02,	7.9295e-02,	1.3237e-01,	0.0000e+00,	0,	1460043951266815353,	13340107306
-3.4244e-01,	-4.0813e-01,	1.0343e+01,	-8.8001e-02,	5.2184e-02,	1.3077e-01,	0.0000e+00,	0,	1460043951269297544,	13342589497
-3.0757e-01,	-4.7834e-01,	1.0421e+01,	-6.9319e-02,	1.8628e-02,	1.2946e-01,	0.0000e+00,	0,	1460043951271796776,	13345088729
-3.1878e-01,	-7.0619e-01,	1.0418e+01,	-5.1480e-02,	-1.3337e-02,	1.3213e-01,	0.0000e+00,	0,	1460043951274323591,	13347615544
-6.2894e-01,	-7.3077e-01,	1.0376e+01,	-3.7228e-02,	-1.5024e-02,	1.3135e-01,	0.0000e+00,	0,	1460043951276810032,	13350101985
-6.0669e-01,	-6.1030e-01,	1.0373e+01,	-1.9140e-02,	-6.7797e-03,	1.4273e-01,	0.0000e+00,	0,	1460043951279289764,	13352581717
-3.2748e-01,	-5.9989e-01,	1.0370e+01,	-3.8481e-03,	-2.5643e-03,	1.4624e-01,	0.0000e+00,	0,	1460043951281806663,	13355098616
-3.2187e-02,	-5.8489e-01,	1.0417e+01,	1.2520e-02,	-2.2948e-02,	1.4368e-01,	0.0000e+00,	0,	1460043951284319520,	13357611473
-1.4067e-01,	-3.9852e-01,	1.0299e+01,	2.4261e-02,	-4.0486e-02,	1.3599e-01,	0.0000e+00,	0,	1460043951286798461,	13360090414
-7.2433e-02,	-3.3619e-01,	1.0292e+01,	2.6760e-02,	-4.8009e-02,	1.3922e-01,	0.0000e+00,	0,	1460043951289308068,	13362600021
-8.2094e-02,	-4.5848e-01,	1.0201e+01,	2.0727e-02,	-4.2306e-02,	1.4663e-01,	0.0000e+00,	0,	1460043951291817800,	13365109753
8.7553e-02,	-5.7127e-01,	1.0229e+01,	2.3178e-02,	-3.9814e-02,	1.5456e-01,	0.0000e+00,	0,	1460043951294289699,	13367581652
-8.7153e-02,	-2.8868e-01,	1.0107e+01,	2.6221e-02,	-3.5229e-02,	1.5724e-01,	0.0000e+00,	0,	1460043951296815806,	13370107759
-5.7881e-03,	-7.6419e-02,	1.0101e+01,	2.0946e-02,	-3.6944e-02,	1.5615e-01,	0.0000e+00,	0,	1460043951299318247,	13372610200
2.5123e-02,	-2.7257e-01,	1.0045e+01,	-6.6441e-04,	-2.3884e-02,	1.5429e-01,	0.0000e+00,	0,	1460043951301790896,	13375082849
2.2881e-01,	-5.4005e-01,	1.0188e+01,	-1.5342e-02,	-3.4958e-03,	1.5937e-01,	0.0000e+00,	0,	1460043951304306462,	13377598415
-2.9680e-02,	-2.7455e-01,	1.0006e+01,	-2.6239e-02,	1.7826e-02,	1.6899e-01,	2.1424e-01,	1,	1460043951306824569,	13380116522
-2.9311e-02,	-1.1598e-01,	9.8592e+00,	-2.1695e-02,	2.7583e-02,	1.7353e-01,	0.0000e+00,	0,	1460043951309291843,	13382583796
-8.2378e-02,	-3.2329e-01,	9.7733e+00,	-1.2022e-02,	5.0233e-02,	1.7481e-01,	0.0000e+00,	0,	1460043951311808283,	13385100236
1.0755e-01,	-4.3445e-01,	9.8739e+00,	-1.0133e-02,	7.1857e-02,	1.7735e-01,	0.0000e+00,	0,	1460043951314312266,	13387604219
-1.0972e-01,	-2.7589e-01,	9.7225e+00,	-1.9217e-02,	9.0412e-02,	1.8019e-01,	2.1837e-01,	1,	1460043951316800081,	13390092034
-2.2394e-01,	-3.7957e-01,	9.6868e+00,	-2.7903e-02,	1.0447e-01,	1.7629e-01,	0.0000e+00,	0,	1460043951319313355,	13392605308
-3.8251e-01,	-4.8612e-01,	9.6973e+00,	-3.0092e-02,	1.1325e-01,	1.7965e-01,	0.0000e+00,	0,	1460043951321802921,	13395094874
-2.4338e-01,	-3.9050e-01,	9.7414e+00,	-2.4941e-02,	9.6263e-02,	1.8243e-01,	0.0000e+00,	0,	1460043951324299445,	13397591398
-3.3230e-01,	-2.4052e-01,	9.6780e+00,	-1.5034e-02,	7.9915e-02,	1.8222e-01,	2.1470e-01,	1,	1460043951326827593,	13400119546
-3.6615e-01,	-4.2672e-01,	9.7776e+00,	-1.4195e-02,	7.8042e-02,	1.7327e-01,	0.0000e+00,	0,	1460043951329300284,	13402592237
-5.3524e-01,	-6.1665e-01,	9.7673e+00,	-1.2219e-02,	6.1356e-02,	1.7348e-01,	0.0000e+00,	0,	1460043951331806766,	13405098719
-5.8496e-01,	-5.6172e-01,	9.7253e+00,	-8.4182e-03,	4.8567e-03,	1.7207e-01,	0.0000e+00,	0,	1460043951334327665,	13407619618
-4.9341e-01,	-3.7065e-01,	9.7473e+00,	5.0331e-05,	-5.5100e-02,	1.7412e-01,	0.0000e+00,	0,	1460043951336811022,	13410102975
-2.7235e-01,	-3.7480e-01,	9.7687e+00,	1.0057e-02,	-7.0648e-02,	1.7561e-01,	0.0000e+00,	0,	1460043951339318296,	13412610249
-1.9152e-01,	-4.0673e-01,	9.6846e+00,	1.2996e-02,	-5.7748e-02,	1.8134e-01,	0.0000e+00,	0,	1460043951341832570,	13415124523
-3.0741e-01,	-4.2915e-01,	9.6315e+00,	1.0041e-02,	-5.5532e-02,	1.7858e-01,	0.0000e+00,	0,	1460043951344320511,	13417612464
-1.9912e-01,	-4.1973e-01,	9.8000e+00,	1.0170e-02,	-6.9376e-02,	1.7979e-01,	0.0000e+00,	0,	1460043951346819868,	13420111821
6.9773e-02,	-3.5943e-01,	9.8233e+00,	7.5512e-03,	-6.9284e-02,	1.7563e-01,	0.0000e+00,	0,	1460043951349345767,	13422637720
2.7158e-01,	-2.0644e-01,	9.8768e+00,	2.7071e-03,	-3.9332e-02,	1.7446e-01,	0.0000e+00,	0,	1460043951351829833,	13425121786
1.1442e-01,	-1.5670e-01,	9.8481e+00,	1.5008e-03,	1.0125e-03,	1.7647e-01,	0.0000e+00,	0,	1460043951354319190,	13427611143
4.7306e-02,	-3.5002e-01,	9.9623e+00,	-1.7532e-03,	3.4288e-02,	1.8513e-01,	0.0000e+00,	0,	1460043951356839714,	13430131667
-6.7550e-02,	-3.7437e-01,	9.7768e+00,	-1.3891e-02,	6.4904e-02,	1.8635e-01,	0.0000e+00,	0,	1460043951359348988,	13432640941
8.3632e-02,	-1.7691e-01,	9.7383e+00,	-3.0402e-02,	6.6045e-02,	1.8398e-01,	0.0000e+00,	0,	1460043951361774220,	13435066173
1.1817e-02,	-2.3373e-01,	9.7802e+00,	-4.5834e-02,	5.5658e-02,	1.7717e-01,	0.0000e+00,	0,	1460043951364308036,	13437599989
-1.1832e-01,	-4.6586e-01,	9.9120e+00,	-5.3165e-02,	5.7944e-02,	1.7567e-01,	0.0000e+00,	0,	1460043951366836268,	13440128221
-4.7598e-01,	-3.9455e-01,	9.8856e+00,	-5.6237e-02,	5.9054e-02,	1.6921e-01,	0.0000e+00,	0,	1460043951369312958,	13442604911
-4.7018e-01,	-4.2999e-01,	1.0033e+01,	-4.9112e-02,	3.9123e-02,	1.5987e-01,	0.0000e+00,	0,	1460043951371777483,	13445069436
-6.0473e-01,	-7.0728e-01,	9.9632e+00,	-2.9883e-02,	1.9728e-02,	1.5513e-01,	0.0000e+00,	0,	1460043951374320256,	13447612209
-4.8030e-01,	-6.8142e-01,	9.9470e+00,	-6.3565e-03,	-1.0857e-02,	1.5695e-01,	0.0000e+00,	0,	1460043951376820905,	13450112858
-5.6559e-01,	-3.8766e-01,	9.7701e+00,	6.7529e-03,	-5.8902e-02,	1.5943e-01,	0.0000e+00,	0,	1460043951379278304,	13452570257
-3.6115e-01,	-5.3486e-01,	9.9250e+00,	9.9338e-03,	-1.1352e-01,	1.6032e-01,	0.0000e+00,	0,	1460043951381820703,	13455112656
-4.3039e-01,	-7.0374e-01,	9.8455e+00,	8.3650e-03,	-1.3601e-01,	1.6407e-01,	0.0000e+00,	0,	1460043951384290185,	13457582138
-3.3586e-01,	-4.5514e-01,	9.9371e+00,	9.0849e-03,	-1.2376e-01,	1.6124e-01,	0.0000e+00,	0,	1460043951386772501,	13460064454
-2.6769e-01,	-9.1965e-02,	9.9387e+00,	7.0444e-03,	-9.8550e-02,	1.5687e-01,	0.0000e+00,	0,	1460043951389327775,	13462619728
1.3221e-01,	-2.9784e-01,	1.0048e+01,	6.1047e-03,	-1.0468e-01,	1.4678e-01,	0.0000e+00,	0,	1460043951391825924,	13465117877
1.6817e-01,	-3.6859e-01,	9.9649e+00,	5.2851e-03,	-1.0611e-01,	1.4561e-01,	0.0000e+00,	0,	1460043951394273240,	13467565193
2.4561e-01,	-1.2727e-01,	1.0019e+01,	-3.8168e-03,	-9.7975e-02,	1.4473e-01,	0.0000e+00,	0,	1460043951396796388,	13470088341
1.3442e-01,	-1.6114e-01,	1.0025e+01,	-1.8861e-02,	-6.1959e-02,	1.4773e-01,	2.1927e-01,	1,	1460043951399330912,	13472622865
2.0178e-01,	-4.9331e-01,	1.0073e+01,	-2.3233e-02,	-1.2390e-02,	1.5112e-01,	0.0000e+00,	0,	1460043951401772811,	13475064764
-2.6325e-03,	-3.2309e-01,	9.9074e+00,	-1.9936e-02,	3.5623e-02,	1.6018e-01,	0.0000e+00,	0,	1460043951404293627,	13477585580
1.2381e-01,	-6.5662e-02,	9.9066e+00,	-2.7838e-02,	6.9214e-02,	1.6455e-01,	0.0000e+00,	0,	1460043951406793192,	13480085145
-7.9415e-03,	-2.0516e-01,	1.0000e+01,	-5.0579e-02,	8.2428e-02,	1.6747e-01,	2.1557e-01,	1,	1460043951409278300,	13482570253
